ID;Expressions;Pandas_Expressions;ID_DIR;Qtd_Words
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('miss',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('missing',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('no',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('without',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('lack',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative sound',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative voice',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative speech',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative dialog',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative conversation',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('miss',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('missing',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('no',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('without',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('lack',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('caption',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('voice alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('speech alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('dialog alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('conversation alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('miss',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('missing',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('no',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('without',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('lack',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('miss',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('missing',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('no',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('without',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('lack',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('voice track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('speech track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('dialog track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('conversation track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('miss',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('missing',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('no',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('without',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('video-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('lack',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('miss',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('missing',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('no',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('without',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('lack',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative text',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('movie-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('miss',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('missing',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('no',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('without',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('lack',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative text',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('streaming-only',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absence',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative content',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative text',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('alternative audio',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio alternative',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('transcription',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('audio track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
7;(media-only) & (alternative content) & (absence);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('only video',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('sound track',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('absent',case=False,na=False)))];1.2.1;3
